Index,Bag,Aimag,Soumd,ProvinceName,StockType,StockTypeE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
1415,        Баянтал,Говьсүмбэр,Баянтал,Bayantal,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.94,0.7,1.04,1.26,2.31,2.77,3.66,4.65,4.97,4.07,1.84,2.63,3.39,4.67,6.59,9.95,12.54,12.77,14.22,8.47,11.83,15.03,18.42,22.92,25.47,24.35,27.52,25.88
1421,        Шивээговь,Говьсүмбэр,Шивээговь,Shiveegovi,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2.46,2.63,3.8,4.73,5.7,6.19,6.46,6.49,5.46,7.34,10.64,11.91,13,10.85,10.88,11.05,11.74,9.95,11.41,13.2,15.14,20.06,21.23,19.3,22.07,22.63
1427,      Сэлэнгэ,Сэлэнгэ,Сэлэнгэ,Selenge ,Ямаа,goats,19.7,20.48,21.55,24.21,24.53,24.91,22.26,21.78,21.01,20.15,18.06,19.39,20.65,21.29,20.79,20.49,20.77,20.43,21.49,24.1,27.97,32.7,37.81,42.88,59.49,70.57,82.93,95.66,119,138.43,165.84,185.92,224.29,205.64,215.48,238.72,309.72,425.42,599.75,609.83,447.38,461.43,465.15,446.56,495.93,481.32,532.04,496.27,519.27
1433,        Сүхбаатар,Сэлэнгэ,Сүхбаатар,Suhbaatar,Ямаа,goats,0.42,0.46,0.52,0.56,0.63,0.63,0.5,0.45,0.38,0.35,0.21,0.29,0.31,0.43,0.88,0.5,0.47,0.51,0.5,0.55,1.23,1.81,2.13,2.67,3.41,4.68,5.36,4.3,6.57,7.43,8.3,7.99,9.85,8.5,8.02,7.48,8.33,8.43,10.4,10.93,4.62,5.09,6.42,4.78,5.79,5.23,6.57,7.24,7.74
1439,        Алтанбулаг,Сэлэнгэ,Алтанбулаг,Altanbulag,Ямаа,goats,0.15,0.17,0.17,0.24,0.22,0.25,0.25,0.26,0.25,0.24,0.21,0.22,0.23,0.25,0.22,0.22,0.21,0.26,0.29,0.35,0.37,0.51,0.75,0.87,1.2,1.63,2.51,3.32,3.11,3.97,5.85,5.67,9.37,9.11,8.45,8.55,12.01,16.69,21.94,20.85,9.94,9.33,10.74,9.34,10.89,12.73,13.22,14.69,17.49
1445,        Баруунбүрэн,Сэлэнгэ,Баруунбүрэн,Baruunburen,Ямаа,goats,3.73,3.85,4.15,4.41,4.58,5.58,5.29,4.77,4.19,4.64,4.34,4.19,4.34,4.58,3.32,2.98,2.91,3.01,3.24,3.67,3.26,3.56,4.22,5.27,6.83,9,9.39,11.6,14.3,16.87,17.74,19.83,21.07,19.04,21.08,24.01,30.64,47.96,67.34,66.77,44.33,52.15,54.27,49.18,53.83,56.74,62.13,57.34,56.28
1451,        Баянгол,Сэлэнгэ,Баянгол,Bayangol,Ямаа,goats,0.56,0.49,0.43,0.7,0.43,0.63,0.55,0.59,0.55,0.48,0.41,0.46,0.54,0.61,0.66,0.74,0.88,0.88,0.96,1.08,1.29,1.79,2.25,2.3,3.47,4.68,5.54,8.05,10.31,10.29,12.67,12.47,18.76,17.19,18.15,21.15,28.63,38.95,55.09,60.54,42.09,40.22,39.99,40.96,44.03,41.36,44.02,41.02,43.08
1457,          Ерөө,Сэлэнгэ,Ерөө,Eroo,Ямаа,goats,2.03,2.09,2.31,2.75,2.61,2.67,2.13,0.26,0.29,0.35,0.27,0.23,0.27,0.24,0.22,0.15,0.1,0.11,0.15,0.17,0.22,0.29,0.39,0.59,1.16,1.62,2.27,3.1,3.79,4.97,5.93,9.05,13.4,13.47,13.37,16.74,19.43,25.9,32.35,34.07,22.67,22.38,22.02,20.06,23.56,22.95,25.7,21.34,24.61
1463,          Жавхлант,Сэлэнгэ,Жавхлант,Javhlant,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.37,2.5,2,1.59,1.8,1.72,1.62,1.72,1.97,1.95,2.22,2.42,2.48,2.35,2.52,2.48,2.54,3.38,4.58,5.39,5.41,6.88,7.38,8.69,12.83,24.26,22.43,22.25,22.23,25.47,35.74,47.77,54.83,28.64,33.78,31.81,30.66,34.24,33.17,34.51,28.48,31.69
1469,          Зүүнбүрэн,Сэлэнгэ,Зүүнбүрэн,Zuunburen,Ямаа,goats,2.59,2.82,3.3,3.08,3.43,3.77,3.62,4.05,4.6,4.94,4.58,5,5.37,5.58,5.21,5.13,4.86,2.11,2.11,2.19,2.47,2.47,2.65,3.22,4,4.32,4.57,3.94,5.42,6.38,7.78,9.15,9.81,9.04,9.48,9.04,12.61,16.34,27.86,25.36,19.86,21.68,25.72,22.73,25.01,22.77,24.46,23.24,26.72
1475,          Мандал,Сэлэнгэ,Мандал,Mandal ,Ямаа,goats,2.82,3.06,2.93,2.93,3.21,1.49,1.23,0.42,0.35,0.31,0.29,0.29,0.36,0.37,0.32,0.44,0.42,0.39,0.43,0.46,0.49,0.57,0.83,1.03,6.89,8.32,10.59,11.96,14.08,17.05,20.36,17.98,21.65,20.59,20.73,24.26,30.31,39.81,49.68,52.88,33.91,36.35,34.13,35.53,36.61,33.08,32.12,30.21,28.25
1481,          Орхон,Сэлэнгэ,Орхон,Orhon ,Ямаа,goats,0.25,0.27,0.26,0.39,0.31,0.38,0.46,0.29,0.32,0.33,0.36,0.48,0.53,0.59,0.66,0.7,0.69,0.74,0.77,1.02,1.46,1.8,2.38,2.55,3.53,4.14,4.44,5.68,7.03,8.49,8.03,8.88,11.79,7.52,7.34,9.7,14.76,21.39,39.03,38.53,35.42,36.07,34.14,33.14,37.11,34.64,41,39.58,38.15
1487,          Орхонтуул,Сэлэнгэ,Орхонтуул,Orhontuul,Ямаа,goats,2.14,2.13,2.09,2.29,2.57,2.74,2.46,2.37,2.58,2.48,1.95,2.33,2.6,2.49,2.75,2.84,2.88,3,3.22,3.72,3.81,4.23,4.88,4.4,5.79,6.75,8.56,11.37,13.49,14.79,22.04,25.07,17.7,11.4,11.52,13.59,19.61,30.84,54.17,56.88,59.44,59.18,63.47,64.68,74.25,65.83,75.86,66.05,64.61
1493,          Сайхан,Сэлэнгэ,Сайхан,Saihan,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15,0.17,0.25,0.33,0.46,0.56,0.71,0.73,0.79,0.92,0.98,1.24,1.53,2.03,2.98,2.79,2.87,6.27,6.47,7.17,7.37,8.53,12.41,13.61,14.4,13.33,12.47,12.81,14.35,20.55,29.59,37.12,36.2,28.63,26.97,24.85,24.8,28.67,27.08,31.79,30.16,32.16
1499,          Сант,Сэлэнгэ,Сант,Sant,Ямаа,goats,0.36,0.4,0.45,0.78,0.51,0.57,0.64,0.59,0.37,0.3,0.28,0.27,0.25,0.19,0.23,0.29,0.3,0.26,0.4,0.54,0.79,0.89,0.82,1.21,1.81,1.87,2.52,3.23,4.09,4.96,6.05,8.44,10.52,9.78,11.08,13.34,16.96,21.72,29.94,27.96,23.13,23.95,22.1,21.29,22.82,22.56,26.4,26.45,26.96
1505,          Түшиг,Сэлэнгэ,Түшиг,Tushig ,Ямаа,goats,0.6,0.52,0.41,0.4,0.37,0.45,0.41,0.07,0.06,0.08,0.1,0.12,0.15,0.15,0.17,0.14,0.17,0.25,0.29,0.33,0.39,0.39,0.41,0.47,0.62,0.7,0.93,1.04,1.56,1.98,2.47,2.93,4.25,4.63,4.79,5.78,NaN,9.2,11.79,13.02,9.96,8.36,8.63,8.83,11.11,13.08,14.96,18.09,18.13
1511,        Хүдэр,Сэлэнгэ,Хүдэр,Huder,Ямаа,goats,NaN,NaN,0.03,0.56,0.05,0.07,0.05,0.06,0.19,0.04,0.05,0.03,0.05,0.06,0.08,0.13,0.13,0.17,0.18,0.29,0.36,0.39,0.42,0.48,0.59,0.74,0.89,0.99,1.14,1.16,1.29,1.5,3.18,3.61,4.03,4.26,5.34,6.5,8.89,10.41,7.24,7.47,7.09,7.04,7.91,8.46,10.07,7.48,8.94
1517,          Хушаат,Сэлэнгэ,Хушаат,Hushaat,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.42,NaN,NaN,NaN,NaN,NaN,1.14,1.16,1.01,1.45,1.72,1.84,2.3,2.75,2.48,3.12,3.57,4.37,4.93,6.5,7.93,11.71,11.92,13.96,13.96,18.13,27.77,40.02,36.01,28.14,27.18,26.37,25.14,25.34,24.61,25.55,24.36,29.25
1523,          Цагааннуур,Сэлэнгэ,Цагааннуур,Tsagaannuur,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.31,0.28,0.27,0.25,0.25,0.29,0.24,0.36,0.39,0.46,0.64,0.86,1.06,1.41,1.67,2.02,2.52,3.07,3.58,5,5.79,7.59,8.73,10.88,14.59,15.79,17.89,21.23,23.49,31.29,38.41,53.32,52.81,41.95,43.53,46.2,41.5,47.88,50.15,56.12,54.45,58.09
1529,          Шаамар,Сэлэнгэ,Шаамар,Shaamar,Ямаа,goats,2.41,2.37,2.71,2.86,2.83,3.15,2.76,2.25,2.19,1.47,1.53,1.68,1.76,1.7,1.72,1.73,1.79,1.95,2.07,2.3,2.53,2.3,2.47,2.86,4.73,5.02,4.69,4.94,6.74,6.64,7.66,7.21,7.87,7.08,7.2,6.79,8.23,10.17,13.07,11.8,7.42,7.75,7.19,6.91,6.89,6.89,7.55,6.1,7.14
1535,      Дорноговь,Дорноговь,Дорноговь,Dornogovi,Ямаа,goats,146.81,156.54,169.29,171.4,191.7,183.83,179.31,176.28,189.45,182.79,170.36,158.14,173.68,170.38,165.69,168.6,167.74,165.42,179.36,203.11,184.75,200.46,204.37,197.82,227.36,271.48,294.37,323.88,344.3,375.65,344.62,318.8,345.03,414.6,469.58,446.18,320.3,388.54,456.68,529.43,489.59,567.98,619.14,705.19,774.99,812.24,775.17,893.6,958.59
1541,        Сайншанд,Дорноговь,Сайншанд,Sainshand,Ямаа,goats,0.19,0.2,0.13,0.18,19.33,0.6,0.63,0.69,0.52,0.16,0.07,0.03,0.06,0.27,0.31,0.42,0.53,0.56,0.72,1.02,1.67,3.6,5.48,6.81,15.14,17.56,19.25,22.98,21.59,26.68,27.76,25.78,26.85,33.19,34.08,19.89,8.09,11.72,18.46,25.15,25.97,29.82,32.88,37.46,40.73,45.96,44.74,51.66,55.44
1547,        Айраг,Дорноговь,Айраг,Airag,Ямаа,goats,9.52,10.44,11.45,12.36,12.84,11.94,11.39,10.56,11.6,11.67,11.29,12.18,11.64,10.79,10.87,10.83,10.43,8.31,9.05,9.56,9.74,11.57,12.94,14.38,15.77,18.45,19.46,16.99,19.78,20.38,22.47,22.09,26.19,32.66,35.92,34.56,19.78,22.46,25.19,28.18,26.34,32.9,38.2,46.5,57.47,59.58,49.55,58.94,64.6
1553,        Алтанширээ,Дорноговь,Алтанширээ,Altanshiree,Ямаа,goats,6.54,7.39,8.34,8.9,9.8,8.55,8.84,9.14,9.43,9.34,9.61,9.58,10.28,9.9,9.45,8.95,9.29,7.6,8.06,8.9,8.65,8.67,9.25,8.16,7.4,9.41,10.88,12.43,14.96,16.16,17.8,14.49,19.34,24.23,26.59,21.41,15.01,18.1,22.3,26.63,28.14,33.81,37.32,40.47,44.21,47.07,40.55,45.98,47.73
1559,        Даланжаргалан,Дорноговь,Даланжаргалан,Dalanjargalan,Ямаа,goats,13.05,13.89,15.62,17.26,18.02,16.78,16.57,15.65,17.09,16.31,12.79,13.72,13.94,11.89,11.41,11.16,11.17,10.18,9.32,9.97,10.38,11.12,11.28,12.25,13.93,16.84,18.32,18.53,22.03,22.26,24.21,20.7,24.11,29.12,32.77,34.91,27.45,32.62,34.07,33.07,34.27,40.33,46,52.99,61.29,65.05,60.96,69.94,68.98
1565,          Дэлгэрэх,Дорноговь,Дэлгэрэх,Delgereh,Ямаа,goats,3.29,3.56,3.97,4.39,4.65,4.94,5.21,5.35,5.49,6.17,6.61,6.98,7.82,6.67,7.38,8.15,9.16,8.15,8.28,8.78,9.05,10.27,10.38,11.5,12.42,15.23,16.91,16.57,20.58,23.55,23.56,19.18,24.54,32.15,32.13,32.13,30.19,36.71,40.27,46.02,46.59,50.09,53.61,57.38,63.99,65.26,58.45,65.89,72.84
1571,          Замын-Үүд,Дорноговь,Замын-Үүд,Zamiin-Uud,Ямаа,goats,0.18,0.19,0.19,0.23,0.1,0.2,0.18,0.2,0.09,0.09,0.08,0.09,0.08,0.07,0.08,0.1,0.08,0.09,0.09,0.21,0.3,1.24,NaN,NaN,1.8,2.57,3.16,3.11,3.87,4.64,4.12,3.31,1.61,2.55,3.8,5.48,4.06,5.56,7,9.58,9.85,10.9,10.59,12.35,13.56,13.95,12,13.28,14.67
1577,          Иххэт,Дорноговь,Иххэт,Ihhet,Ямаа,goats,3.78,3.74,4.16,4.12,4.36,4.2,4.24,4.04,4.18,4.24,3.67,3.81,4.13,3.28,3.1,2.79,2.92,2.49,2.76,3.38,3.91,7.79,9.56,9.5,9.28,12.48,12.4,13.1,15.13,15.14,15.32,16.25,18.1,22.8,26.24,31.25,25.89,28.71,28.14,29.37,30.82,37.08,40.21,45.72,51.51,53.77,53.66,64.48,62.51
1583,          Мандах,Дорноговь,Мандах,Mandah,Ямаа,goats,14.37,15.27,17.93,18.96,21.6,19.77,17.02,18.03,19.06,19.35,14.64,11.69,15.33,17.29,14.54,14.32,16.64,18.04,21.27,23,17.97,17.58,15.52,13.85,17.87,20.53,22.98,26.69,25.62,31.23,27.05,27.66,32.85,30.7,37.55,32.34,24.04,29.62,33.56,40.7,35.09,42.34,50.13,58.18,61.02,59.27,70.18,83.31,94.21
1589,          Өргөн,Дорноговь,Өргөн,Orgon,Ямаа,goats,9.74,10.27,11.69,13.41,14.53,14.05,13.64,13.76,15.1,13.96,14.1,13.35,12.54,11.8,11.92,12.1,12.26,12.54,14.05,15.2,14.26,15.16,15.31,14.95,14.95,17.24,18.52,19.97,21.85,24.33,25.61,22.54,24.85,29.34,30.99,20.94,13.5,16.39,20.55,25.84,29.68,34.89,36.59,42.18,49.23,55.68,46.96,52.87,64.16
1595,          Сайхандулаан,Дорноговь,Сайхандулаан,Sainhandulaan,Ямаа,goats,11.41,10.95,12.07,13.23,14.16,12.48,10.59,10.92,11.75,11.48,8.9,8.37,9.05,9.31,9.76,10.55,11.01,10.84,12.44,13.19,11.23,13.69,14.17,12.41,16.04,18.74,19.65,21.42,21.9,24.93,23.99,27.17,29.12,33.07,37.58,30.86,16.75,19.89,25.55,31.45,30.32,35.9,41.59,49,57.14,63.33,66.46,75.8,83.21
1601,          Улаанбадрах,Дорноговь,Улаанбадрах,Ulaanbadrah,Ямаа,goats,15.92,17.01,18.21,17.41,3.98,21.56,22.38,24.06,26.08,22.7,20.82,19.52,21.4,21.28,20.96,22.52,21.25,21.41,23.7,26.46,18.26,21.68,26.81,26.25,26.27,31.07,32.87,37.39,39.29,41.25,35.95,31.69,27.47,32.91,38.02,40.29,28.7,34.37,42.23,47.51,42.55,47.9,50.2,56.87,59.48,60.44,57.57,65.55,65.47
1607,          Хатанбулаг,Дорноговь,Хатанбулаг,Hatanbulag,Ямаа,goats,5.77,6.31,6.31,4.97,20.81,29.05,28.59,25.15,29.82,30.07,30.2,24.47,27.76,27.03,27.1,27.57,24.42,25.48,25.88,31.18,31.8,34.02,34.6,32.53,37.14,44.43,49.44,55.84,57.93,58.55,43.03,39.26,45.34,57.04,69.14,74.77,65.68,81.51,94.42,109.18,81.36,92.55,99.41,110.32,107.39,105.68,107.92,124.16,124.45
1613,          Хөвсгөл,Дорноговь,Хөвсгөл,Hovsgol,Ямаа,goats,11.2,12.11,13.13,12.73,31.13,16.58,16.85,14.26,15.33,14.37,15.08,14.59,16.85,17.15,15.49,15.43,15.73,16.7,17.95,21.09,19.18,20.95,21.51,19.04,21.56,26.58,28.64,32.65,32.36,36.49,27.09,22.68,23.46,28.44,34.78,38.07,26.44,33.8,42.79,49.98,38.27,44.71,49.23,58.38,62.82,63.04,54.5,65.26,78.83
1619,        Эрдэнэ,Дорноговь,Эрдэнэ,Erdene,Ямаа,goats,16.04,17.37,18.67,17.39,14.89,18.19,18,19.54,18.79,17.54,17.75,14.76,16.41,16.96,16.25,16.02,14.82,15.15,17.52,19.69,12.93,16.49,17.59,16.19,17.8,20.37,21.9,26.22,27.4,30.06,26.67,26.01,21.21,26.39,30.01,29.29,14.72,17.09,22.17,26.76,30.34,34.75,33.17,37.41,45.15,54.16,51.67,56.49,61.5
1625,      Дархан-Уул,Дархан-Уул,Дархан-Уул,Darhan-Uul,Ямаа,goats,0.9,1.11,1.5,0.7,0.8,0.8,0.8,0.7,0.9,22.9,1.21,1.4,2.48,2.98,3.27,3.28,3.28,3.18,3.68,4.81,7.79,12.69,17,16.93,20.9,23.17,25.66,27.52,40.47,43.12,53.58,52.77,53.59,40.43,42.67,50.54,68.25,93.84,138.77,135.96,78.83,86.48,85.11,81.89,95.76,83.03,95.94,92.78,96.97
1631,        Дархан,Дархан-Уул,Дархан,Darhan,Ямаа,goats,0.9,1.11,1.5,0.7,0.8,0.8,0.8,0.7,0.9,22.9,1.21,1.4,2.48,2.98,3.27,3.28,3.28,3.18,3.68,4.81,7.79,10.37,14.06,13.97,10.78,11.93,11.51,10.19,13.56,13.28,19.65,19.16,15.58,10.16,10.51,13.79,20.63,29.44,43.61,42.52,24.45,24.46,26.39,23.13,20.45,17.94,21.25,20.21,21.68
1649,        Орхон,Дархан-Уул,Орхон,Orhon,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7,1.94,2.78,3.98,7.63,8.98,10.38,9.93,11.19,6.82,6.96,8.3,10.3,15.77,24,19.5,9.17,10.79,7.78,10.68,12.53,10.64,12.3,11.72,13.3
1655,        Хонгор,Дархан-Уул,Хонгор,Hongor ,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.31,2.94,2.96,5.08,5.54,7.12,7.6,10.59,12.22,13.7,14.48,16.52,14.28,15.25,17.34,22.12,28.98,48.75,50.21,32.63,37.81,37.57,36.2,49.47,41.93,48.91,49.3,53.21
1661,        Шарын гол,Дархан-Уул,Шарын гол,Shariin gol,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.33,3.76,4.25,5.75,8.69,8.65,9.84,9.21,10.29,9.18,9.95,11.11,15.2,19.66,22.4,23.73,12.58,13.43,13.37,11.88,13.32,12.53,13.48,11.54,8.78
1667,      Өмнөговь,Өмнөговь,Өмнөговь,Omnogovi,Ямаа,goats,354.54,340.48,342.67,307.08,369.58,425.76,435.43,456.92,476.42,468.61,429.21,447.33,457.17,383.19,401.05,362.25,359.82,380.95,391.86,431.56,411.42,428.09,427.28,458.72,551.4,661.55,739.46,869.66,923.72,907.53,868.72,736.84,560.38,591.72,720.37,752.98,780.81,971.57,1187.5,1227.05,668.57,826.08,961.26,1127.8,1256.27,1397.35,1555.12,1773.53,1691.34
1673,        Даланзадгад,Өмнөговь,Даланзадгад,Dalanzadgad,Ямаа,goats,0.28,0.3,0.36,0.5,0.56,0.78,0.88,0.9,0.4,0.32,0.27,0.43,0.83,0.91,1.04,1.21,1.79,2.73,2.91,4.84,9.05,16.55,18.3,18.8,27.21,34.16,36.8,44.35,47.78,47.8,42.55,33.49,20.9,23.39,28.44,31.03,31.7,40.53,53.52,57.29,23.72,26,33.25,43.53,53.21,54.4,65.11,77.13,72.54
1679,        Баяндалай,Өмнөговь,Баяндалай,Bayandalai,Ямаа,goats,36.62,38.59,37.69,30.61,40.17,45.25,46.1,48.26,49.16,51.09,47.74,50.41,52.31,41.48,43.15,36.14,34.74,35.15,34.46,36.81,34.61,35.76,38.46,42.87,46.87,55.98,57.87,68.14,74.9,73.83,82.05,67.72,49.82,56.07,67.66,67.49,65.93,82.22,98.75,103.03,67.29,79.95,93.16,103.8,116.19,127.48,134.67,140.4,127.96
1685,        Баян-Овоо,Өмнөговь,Баян-Овоо,Bayan-Ovoo,Ямаа,goats,15.11,13.52,13.27,11.38,14.15,15.75,15.97,17.29,17.97,18.03,17.13,18.1,19.2,16.33,16.62,13.97,14.66,16.35,17.64,19.69,17.57,15.29,16.49,17.1,20.44,24.33,28.28,32.22,34.84,37.79,35.16,25.87,27.25,26.2,32.64,37.67,41.89,52.14,64.35,61.53,27,38.55,46.67,56.48,60.49,67.7,77.8,93.39,88.81
1691,        Булган,Өмнөговь,Булган,Bulgan,Ямаа,goats,22.7,23.63,24.13,23.14,26.2,29.95,29.71,28.42,31.37,29.23,24.49,26.39,25.91,23.11,24.73,21.09,23.8,27.39,28.96,31.72,30.63,32.02,29.91,30.43,33.23,40.09,39.69,46.23,43.65,46.45,47.32,52.99,38.46,39.11,49.65,53.92,49.09,65.21,78.9,85.94,31.1,43.34,52.9,68.27,81.23,87.07,100.01,117.04,120.01
1697,          Гурвантэс,Өмнөговь,Гурвантэс,Gurvantes,Ямаа,goats,45.26,45.58,44.08,41.74,48.44,58.5,62.94,65.6,69.71,61.3,62.91,63.74,66,53.16,48.31,47.09,39.54,38.38,39.8,44.4,45.98,47.55,52.19,61.64,75.01,90.49,106.6,123.49,127.97,120.28,123.31,85.35,50.66,67.12,78.5,74.4,80.43,98.93,122.86,126.65,88.51,96.78,111.73,127.25,123.92,146.9,160.07,181.42,165.41
1703,          Мандал-Овоо,Өмнөговь,Мандал-Овоо,Mandal-Ovoo,Ямаа,goats,15.6,13.24,14.28,15.3,17.57,20.45,20.26,21.91,22.46,21.59,17.07,17.28,16.88,17.46,19.45,16.63,16.91,16.96,19.08,19.25,17.82,20.75,21.65,23.35,28.34,35.64,38.47,43.23,47.27,47.43,36.01,38.9,31.11,25.49,33.71,36.43,41.05,53.6,64.02,63.43,19.62,28.14,35.16,46.34,59.74,69.77,83.18,98.56,113.01
1709,          Манлай,Өмнөговь,Манлай,Manlai,Ямаа,goats,21.96,17.52,21.2,22.76,26.07,27.48,25.4,26.41,27.25,28.11,20.36,22.63,23.32,22.4,23.72,23.67,26.28,26.52,26.63,27.43,19.49,20.91,16.55,16.96,22.85,28.99,35.42,41.9,46.74,49.94,34.34,35.83,41.01,32.22,41.13,43.57,43.65,53.46,61.46,66.97,35.27,45.59,54.03,62.65,68,68.09,82.63,97.43,106.07
1715,          Ноён,Өмнөговь,Ноён,Noen,Ямаа,goats,19.12,20.34,19.59,14.08,18.09,23.34,25.4,26.41,27.07,23.83,23.05,25.3,26.34,18.9,18.92,17.71,17.05,17.04,17.86,22.36,22.58,24.47,26.51,30.55,34.72,41.57,45.02,54.15,60.8,57.6,63.18,45.76,35.82,44.88,49.1,40.97,43.31,54.66,70.14,74.53,58.91,64.39,69.26,79.08,88.92,99.39,100.98,106.38,88.98
1721,          Номгон,Өмнөговь,Номгон,Nomgon,Ямаа,goats,35.01,37.9,37.23,30.29,36.12,41.21,42.12,46.27,49.68,50.3,51.4,51.41,52.56,46.55,48.83,43.2,38.59,43.76,44.13,51.28,54.42,45.58,45.48,47.58,57.25,69.19,81.48,96.17,100.61,97.33,100.98,92.95,71.1,82.95,99.66,106.96,110.71,128.8,155.26,163.55,92.46,120.17,137.75,157.46,171.9,193.98,206.74,227.21,202.93
1727,          Сэврэй,Өмнөговь,Сэврэй,Sevrei,Ямаа,goats,42.28,35.21,33.91,33.11,39.91,47.44,50.54,51.79,51.85,51.01,47.38,49.38,50.03,40.37,40.01,35.78,36.11,37.65,39.25,41.43,41.58,46.99,49.12,56.67,63.78,73.1,73.61,85.84,87.07,85.88,92.07,79.52,56.02,64.71,71.61,69,68.63,78.86,95.93,100.6,68.82,76.27,81.75,94.36,102.46,115.85,121.97,137.94,133.32
1733,          Ханбогд,Өмнөговь,Ханбогд,Hanbogd,Ямаа,goats,9.42,9.26,7.79,5.78,7.63,9.44,9.57,10.01,10.35,11.29,9.05,7.99,8.84,8.7,9.49,9.18,8.86,8.41,8.62,9.63,8.33,8.3,8.32,9.14,12.66,16.68,20.58,25.25,26.78,28.44,22.99,17.11,21.52,22.64,28.47,32.65,34.03,43.93,54.75,62.67,46.17,54.58,60.43,60.48,59.72,62.38,71.23,82.51,76.63
1739,          Ханхонгор,Өмнөговь,Ханхонгор,Hanhongor,Ямаа,goats,41.49,37.64,37.86,29.72,36.79,41.72,42.97,45.48,48.42,47.66,43.09,47.3,47.71,34.5,41.84,39.96,42.7,46.92,45.68,49.12,44.97,44.92,38.36,34.74,43.74,51.23,58.27,70.81,76.98,71.49,69.82,63.97,42.27,43.91,56.65,63.02,63.48,80.87,99.28,95.97,36.95,53.38,66.11,83.27,102.13,113.33,133.63,157.36,148.43
1745,          Хүрмэн,Өмнөговь,Хүрмэн,Hurmen,Ямаа,goats,19.8,20.65,20.19,16.08,20.4,24.34,25.17,26.5,27.77,29.57,26.98,27.78,28.38,22.8,23.98,20.29,20.28,21.08,22.91,25.75,23.56,25.65,25.56,28.42,33.52,38.25,43.22,51.27,54,50.2,55.36,39.32,22.52,29.26,37.37,42.28,43.37,53.76,64.83,69.13,40.38,54.08,62.82,74,83.97,95.51,98.73,107.37,94.77
1751,        Цогт-Овоо,Өмнөговь,Цогт-Овоо,Tsogt-Ovoo,Ямаа,goats,13.36,12.93,15.37,17.17,19.92,20.57,18.41,19.94,20.46,21.25,17.34,17.46,17.25,16.81,18.92,17.93,19.86,21.7,22.62,24.44,20.53,21.79,20.67,19.36,24.34,29.44,34.92,39.71,43.93,40.43,23.68,23.65,20.38,13.34,17.85,19.74,23.86,32.36,39.08,41.22,14.52,20.64,26.89,33.89,41.27,48.24,59.69,74.12,77.29
1757,          Цогтцэций,Өмнөговь,Цогтцэций,Tsogttsetsii,Ямаа,goats,16.54,14.17,15.71,15.42,17.57,19.55,20.01,21.75,22.51,24.04,20.94,21.75,21.63,19.71,22.04,18.4,18.65,20.91,21.31,23.43,20.3,21.57,19.72,21.12,27.44,32.41,39.23,46.9,50.43,52.65,39.88,34.42,31.54,20.42,27.93,33.84,39.69,52.24,64.35,54.55,17.85,24.23,29.36,36.95,43.14,47.26,58.68,75.28,75.2
1763,      Дундговь,Дундговь,Дундговь,Dundgovi,Ямаа,goats,320.94,271.82,320.09,333.07,353.62,344.82,352.05,326.94,373.25,370.65,334.39,320.76,366.08,371.61,348.15,335.2,350.52,311.43,305.19,374.11,404.66,429.47,447.26,450.83,492.23,605.45,674.6,770.85,856.48,766.86,441.44,550.94,623.66,705.77,809.9,825.43,870.71,998.25,984.59,1036.9,493.06,624.81,773.62,928.44,1141.79,1288.72,1389.12,1634.55,1716.56
1769,        Сайнцагаан,Дундговь,Сайнцагаан,Saintsagaan,Ямаа,goats,28.95,18.48,23.19,25.01,27,29.35,30.43,26.25,30.99,31.19,26.17,27.39,31.03,33.74,31.3,28.38,30.38,26.28,25.83,30.01,33.47,35.1,39.57,34.71,37,46.39,53.66,57.66,63.98,84.55,43.3,57.75,68.05,80.35,90.52,87.8,90.54,105.67,107.58,117.2,51.51,65.94,83.12,99.89,126.1,142.57,152.77,176.41,183.55
